 6.10000000e+01 1.00000000e+00 1.00000000e+00 7.73717760e+00 7.69602240e+00 6.77517480e+00 4.77914760e+00 7.18158240e+00 5.07752280e+00 7.03239480e+00 5.27301000e+00 5.57138520e+00 6.47165520e+00 9.51714000e+00 7.73717760e+00
 6.10000000e+01 1.00000000e+00 2.00000000e+00 7.56741240e+00 8.68374720e+00 5.57138520e+00 3.34386000e+00 6.49223280e+00 3.94575480e+00 5.91606000e+00 5.16497760e+00 5.03636760e+00 4.97463480e+00 9.02327760e+00 7.11470520e+00
 6.10000000e+01 1.00000000e+00 3.00000000e+00 9.51714000e+00 8.68374720e+00 6.34304520e+00 5.21127720e+00 5.74629480e+00 3.17409480e+00 5.78745000e+00 4.13609760e+00 4.37274000e+00 3.94575480e+00 6.55911000e+00 6.53853240e+00
 6.10000000e+01 1.00000000e+00 4.00000000e+00 5.44277520e+00 3.41073720e+00 6.04467000e+00 2.35613520e+00 2.33555760e+00 1.48158720e+00 4.43961720e+00 9.20847600e-01 2.99918520e+00 3.02490720e+00 2.80884240e+00 5.59710720e+00
 6.10000000e+01 1.00000000e+00 5.00000000e+00 6.85748520e+00 6.81633000e+00 5.87490480e+00 3.17409480e+00 5.50965240e+00 4.22355240e+00 6.13212480e+00 3.36443760e+00 5.61768480e+00 5.31930960e+00 6.64656480e+00 6.08582520e+00
 6.10000000e+01 1.00000000e+00 6.00000000e+00 6.79575240e+00 4.17725280e+00 5.12382240e+00 3.43131480e+00 2.76254280e+00 2.31498000e+00 5.48907480e+00 2.27382480e+00 3.68853480e+00 3.85830000e+00 4.17725280e+00 6.77517480e+00
 6.10000000e+01 1.00000000e+00 7.00000000e+00 6.94494000e+00 7.35134760e+00 4.88718000e+00 2.55162240e+00 6.32246760e+00 4.28528520e+00 4.71741480e+00 4.77914760e+00 3.89945520e+00 4.09494240e+00 7.18158240e+00 7.09412760e+00
 6.10000000e+01 1.00000000e+00 8.00000000e+00 5.63826240e+00 5.01579000e+00 3.92003280e+00 3.04034040e+00 4.94891280e+00 3.75026760e+00 7.35134760e+00 3.92003280e+00 4.75857000e+00 5.38104240e+00 8.54999280e+00 8.46768240e+00
 6.10000000e+01 1.00000000e+00 9.00000000e+00 6.47165520e+00 5.57138520e+00 5.14440000e+00 2.44359000e+00 5.33474280e+00 3.49304760e+00 4.13609760e+00 5.21127720e+00 4.00748760e+00 4.67111520e+00 6.70829760e+00 7.90694280e+00
 6.10000000e+01 1.00000000e+00 1.00000000e+01 6.87806280e+00 5.72057280e+00 1.00315800e+01 4.28528520e+00 4.99521240e+00 3.36443760e+00 5.87490480e+00 4.00748760e+00 4.39331760e+00 4.62996000e+00 4.41389520e+00 6.08582520e+00
 6.10000000e+01 1.00000000e+00 1.10000000e+01 5.44277520e+00 5.07752280e+00 4.33158480e+00 1.43528760e+00 4.48077240e+00 3.72969000e+00 3.87887760e+00 4.28528520e+00 2.93745240e+00 4.46019480e+00 1.06540524e+01 8.70432480e+00
 6.10000000e+01 1.00000000e+00 1.20000000e+01 1.01601900e+01 6.21443520e+00 9.51714000e+00 5.42219760e+00 5.29358760e+00 4.86660240e+00 7.99439760e+00 5.91606000e+00 5.33474280e+00 7.50053520e+00 8.02011960e+00 7.24845960e+00
 6.10000000e+01 1.00000000e+00 1.30000000e+01 5.10324480e+00 1.82111760e+00 4.35216240e+00 1.52274240e+00 1.17806760e+00 4.93862400e-01 2.38185720e+00 2.98375200e-01 1.19864520e+00 1.73366280e+00 2.70081000e+00 3.62165760e+00
 6.10000000e+01 1.00000000e+00 1.40000000e+01 4.65053760e+00 2.91173040e+00 3.64223520e+00 3.44674800e-01 1.39413240e+00 7.09927200e-01 1.58447520e+00 1.32725520e+00 2.57220000e-01 1.37355480e+00 3.68853480e+00 2.65965480e+00
